LeftTable,LeftColumnIndex,LeftColumnName,RightTable,RightColumnIndex,RightColumnName,RoughScore,RelationRatio
1438042988061.16_20150728002308-00282-ip-10-236-191-2_894007386_5,1,Comments,1438042988458.74_20150728002308-00073-ip-10-236-191-2_908884794_21,1,Comments,0.044358373,0.75
1438042988061.16_20150728002308-00142-ip-10-236-191-2_469976270_9,2,Event,1438042988061.16_20150728002308-00246-ip-10-236-191-2_479584710_8,2,Event,0.05681228,1.0
1438042988061.16_20150728002308-00142-ip-10-236-191-2_469976270_9,2,Event,1438042988061.16_20150728002308-00046-ip-10-236-191-2_476402341_8,2,Event,0.07878692,1.0
1438042988061.16_20150728002308-00142-ip-10-236-191-2_469976270_9,2,Event,1438042988061.16_20150728002308-00237-ip-10-236-191-2_472621008_8,2,Event,0.09399153,1.0
1438042988061.16_20150728002308-00094-ip-10-236-191-2_85655271_4,0,Directive,1438042988458.74_20150728002308-00314-ip-10-236-191-2_83144780_4,0,Directive,0.0,1.0
1438042988061.16_20150728002308-00094-ip-10-236-191-2_85655271_4,0,Directive,1438042988458.74_20150728002308-00285-ip-10-236-191-2_78971006_4,0,Directive,0.0,1.0
1438042988061.16_20150728002308-00094-ip-10-236-191-2_85655271_4,0,Directive,1438042988458.74_20150728002308-00114-ip-10-236-191-2_78402250_71,0,Directive,0.09852923,1.0
1438042988061.16_20150728002308-00094-ip-10-236-191-2_85655271_4,0,Directive,1438042988061.16_20150728002308-00221-ip-10-236-191-2_78870459_71,0,Directive,0.09852923,1.0
1438042988458.74_20150728002308-00145-ip-10-236-191-2_472508224_5,3,Applicant,1438042988458.74_20150728002308-00180-ip-10-236-191-2_465334151_6,3,Applicant,0.02830652,0.7631578947368421
1438042988458.74_20150728002308-00145-ip-10-236-191-2_472508224_5,3,Applicant,1438042988458.74_20150728002308-00227-ip-10-236-191-2_476344627_7,3,Applicant,0.043695714,0.8217821782178217
1438042988458.74_20150728002308-00145-ip-10-236-191-2_472508224_5,3,Applicant,1438042988458.74_20150728002308-00216-ip-10-236-191-2_473587871_7,3,Applicant,0.04750953,0.6875
1438042988458.74_20150728002308-00145-ip-10-236-191-2_472508224_5,4,Title,1438042988458.74_20150728002308-00227-ip-10-236-191-2_476344627_7,4,Title,0.018068518,0.594059405940594
1438042988458.74_20150728002308-00145-ip-10-236-191-2_472508224_5,4,Title,1438042988458.74_20150728002308-00235-ip-10-236-191-2_500612504_6,4,Title,0.029566254,0.6442307692307693
1438042988061.16_20150728002308-00231-ip-10-236-191-2_635563503_8,0,Connectivity,1438042988458.74_20150728002308-00069-ip-10-236-191-2_651237337_8,0,Connectivity,0.031006467,1.0
1438042988458.74_20150728002308-00073-ip-10-236-191-2_908884794_21,0,Categories,1438042988458.74_20150728002308-00159-ip-10-236-191-2_904060420_34,0,Categories,0.03310495,0.8
1438042988458.74_20150728002308-00073-ip-10-236-191-2_908884794_21,0,Categories,1438042988458.74_20150728002308-00026-ip-10-236-191-2_921187934_9,0,Categories,0.03310495,0.8
1438042988458.74_20150728002308-00073-ip-10-236-191-2_908884794_21,0,Categories,1438042988458.74_20150728002308-00069-ip-10-236-191-2_903904770_1,0,Categories,0.03310495,0.8
1438042988458.74_20150728002308-00073-ip-10-236-191-2_908884794_21,1,Comments,1438042988061.16_20150728002308-00235-ip-10-236-191-2_899983706_36,1,Comments,0.023835953,0.625
1438042988458.74_20150728002308-00073-ip-10-236-191-2_908884794_21,1,Comments,1438042988061.16_20150728002308-00216-ip-10-236-191-2_876258545_65,1,Comments,0.030088425,0.6666666666666666
1438042988458.74_20150728002308-00073-ip-10-236-191-2_908884794_21,1,Comments,1438042988458.74_20150728002308-00026-ip-10-236-191-2_921187934_9,1,Comments,0.031887572,1.0
1438042988458.74_20150728002308-00073-ip-10-236-191-2_908884794_21,1,Comments,1438042988061.16_20150728002308-00282-ip-10-236-191-2_894007386_5,1,Comments,0.044358373,0.75
1438042988458.74_20150728002308-00069-ip-10-236-191-2_903904770_1,0,Categories,1438042988458.74_20150728002308-00159-ip-10-236-191-2_904060420_34,0,Categories,0.0,1.0
1438042988458.74_20150728002308-00069-ip-10-236-191-2_903904770_1,0,Categories,1438042988458.74_20150728002308-00026-ip-10-236-191-2_921187934_9,0,Categories,0.0,1.0
1438042988458.74_20150728002308-00069-ip-10-236-191-2_903904770_1,0,Categories,1438042988458.74_20150728002308-00073-ip-10-236-191-2_908884794_21,0,Categories,0.03310495,1.0
1438042988458.74_20150728002308-00069-ip-10-236-191-2_903904770_1,1,Comments,1438042988458.74_20150728002308-00108-ip-10-236-191-2_913066426_130,1,Comments,0.02330975,0.5
1438042988458.74_20150728002308-00069-ip-10-236-191-2_903904770_1,1,Comments,1438042988061.16_20150728002308-00282-ip-10-236-191-2_894007386_5,1,Comments,0.024779912,0.75
1438042988458.74_20150728002308-00069-ip-10-236-191-2_903904770_1,1,Comments,1438042988458.74_20150728002308-00099-ip-10-236-191-2_897910204_60,1,Comments,0.029390212,0.6
1438042988458.74_20150728002308-00069-ip-10-236-191-2_903904770_1,1,Comments,1438042988061.16_20150728002308-00277-ip-10-236-191-2_892744757_89,1,Comments,0.030335661,0.6666666666666666
1438042988458.74_20150728002308-00069-ip-10-236-191-2_903904770_1,1,Comments,1438042988458.74_20150728002308-00026-ip-10-236-191-2_921187934_9,1,Comments,0.031876102,0.8
1438042988061.16_20150728002308-00217-ip-10-236-191-2_250485318_40,1,Team,1438042988458.74_20150728002308-00323-ip-10-236-191-2_259921261_40,1,Team,0.0,1.0
1438042988061.16_20150728002308-00217-ip-10-236-191-2_250485318_40,1,Team,1438042988458.74_20150728002308-00204-ip-10-236-191-2_264913866_40,1,Team,0.0,1.0
1438042988061.16_20150728002308-00217-ip-10-236-191-2_250485318_40,1,Team,1438042988458.74_20150728002308-00106-ip-10-236-191-2_275257026_40,1,Team,0.0,1.0
1438042988061.16_20150728002308-00217-ip-10-236-191-2_250485318_40,1,Team,1438042988061.16_20150728002308-00327-ip-10-236-191-2_275870851_40,1,Team,0.0,1.0
1438042988061.16_20150728002308-00217-ip-10-236-191-2_250485318_40,1,Team,1438042988458.74_20150728002308-00075-ip-10-236-191-2_266866683_61,1,Team,0.011775079,0.88
1438042988061.16_20150728002308-00217-ip-10-236-191-2_250485318_40,1,Team,1438042988458.74_20150728002308-00116-ip-10-236-191-2_263136688_25,1,Team,0.014223183,0.84
1438042988061.16_20150728002308-00217-ip-10-236-191-2_250485318_40,1,Team,1438042988061.16_20150728002308-00029-ip-10-236-191-2_271545616_28,1,Team,0.019723248,0.8
1438042988458.74_20150728002308-00114-ip-10-236-191-2_58972274_11,0,Nonmetropolitan area,1438042988458.74_20150728002308-00312-ip-10-236-191-2_61412868_11,0,Nonmetropolitan area,0.046435326,0.6
1438042988458.74_20150728002308-00113-ip-10-236-191-2_869074901_3,1,Wikipedia,1438042988458.74_20150728002308-00043-ip-10-236-191-2_865162555_3,1,Wikipedia,0.0,1.0
1438042988458.74_20150728002308-00113-ip-10-236-191-2_869074901_3,1,Wikipedia,1438042988061.16_20150728002308-00184-ip-10-236-191-2_854900100_3,1,Wikipedia,0.0,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988061.16_20150728002308-00244-ip-10-236-191-2_902576783_7,0,Categories,0.0,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988458.74_20150728002308-00047-ip-10-236-191-2_911214633_47,0,Categories,0.0,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988458.74_20150728002308-00053-ip-10-236-191-2_904126676_55,0,Categories,0.0,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988061.16_20150728002308-00161-ip-10-236-191-2_892734565_9,0,Categories,0.0,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988061.16_20150728002308-00297-ip-10-236-191-2_893604823_193,0,Categories,0.0030537944,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988458.74_20150728002308-00257-ip-10-236-191-2_913958073_87,0,Categories,0.0038759077,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988061.16_20150728002308-00199-ip-10-236-191-2_891628805_10,0,Categories,0.0038759077,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988458.74_20150728002308-00196-ip-10-236-191-2_895293666_112,0,Categories,0.0041847904,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988458.74_20150728002308-00252-ip-10-236-191-2_903049016_154,0,Categories,0.0041847904,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988061.16_20150728002308-00189-ip-10-236-191-2_905044662_108,0,Categories,0.004481765,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988458.74_20150728002308-00248-ip-10-236-191-2_900920435_43,0,Categories,0.006929899,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988061.16_20150728002308-00282-ip-10-236-191-2_894007386_83,0,Categories,0.009383092,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988458.74_20150728002308-00204-ip-10-236-191-2_901915811_205,0,Categories,0.009383092,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988061.16_20150728002308-00133-ip-10-236-191-2_901710916_35,0,Categories,0.010221903,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,0.017075121,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988061.16_20150728002308-00277-ip-10-236-191-2_892744757_167,0,Categories,0.01750959,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988061.16_20150728002308-00235-ip-10-236-191-2_899983706_36,0,Categories,0.019085117,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988061.16_20150728002308-00037-ip-10-236-191-2_893070095_84,0,Categories,0.024568068,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,1438042988061.16_20150728002308-00240-ip-10-236-191-2_895762828_21,0,Categories,0.025734277,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,1,Comments,1438042988458.74_20150728002308-00026-ip-10-236-191-2_921187934_9,1,Comments,0.016457276,1.0
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,1,Comments,1438042988458.74_20150728002308-00108-ip-10-236-191-2_913066426_130,1,Comments,0.021318903,0.5
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,1,Comments,1438042988061.16_20150728002308-00282-ip-10-236-191-2_894007386_5,1,Comments,0.023153422,0.75
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,1,Comments,1438042988061.16_20150728002308-00277-ip-10-236-191-2_892744757_89,1,Comments,0.025265353,0.8333333333333334
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,1,Comments,1438042988458.74_20150728002308-00099-ip-10-236-191-2_897910204_60,1,Comments,0.02961274,0.8
1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,1,Comments,1438042988061.16_20150728002308-00216-ip-10-236-191-2_876258545_65,1,Comments,0.035914034,0.8333333333333334
1438042988061.16_20150728002308-00007-ip-10-236-191-2_83048109_2,0,Authors,1438042988061.16_20150728002308-00109-ip-10-236-191-2_81684423_2,0,Authors,0.064542055,1.0
1438042988061.16_20150728002308-00024-ip-10-236-191-2_890144405_86,0,Categories,1438042988061.16_20150728002308-00248-ip-10-236-191-2_904144071_119,0,Categories,0.03872749,1.0
1438042988061.16_20150728002308-00024-ip-10-236-191-2_890144405_86,0,Categories,1438042988458.74_20150728002308-00223-ip-10-236-191-2_906548483_24,0,Categories,0.06074326,0.75
1438042988061.16_20150728002308-00024-ip-10-236-191-2_890144405_86,0,Categories,1438042988061.16_20150728002308-00252-ip-10-236-191-2_883750958_27,0,Categories,0.06569633,0.6
1438042988061.16_20150728002308-00024-ip-10-236-191-2_890144405_86,0,Categories,1438042988458.74_20150728002308-00108-ip-10-236-191-2_913066426_130,0,Categories,0.06755726,0.75
1438042988061.16_20150728002308-00024-ip-10-236-191-2_890144405_86,1,Comments,1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,1,Comments,0.08474068,0.5
1438042988061.16_20150728002308-00093-ip-10-236-191-2_884915204_0,0,A-Z,1438042988458.74_20150728002308-00072-ip-10-236-191-2_132024058_0,0,dc.contributor.author,0.09520691,1.0
1438042988061.16_20150728002308-00093-ip-10-236-191-2_884915204_0,0,A-Z,1438042988458.74_20150728002308-00189-ip-10-236-191-2_910007365_0,0,dc.contributor.author,0.09908063,1.0
1438042988061.16_20150728002308-00299-ip-10-236-191-2_323985077_4,0,Unnamed: 0,1438042988458.74_20150728002308-00221-ip-10-236-191-2_330933610_4,0,Unnamed: 0,0.0,1.0
1438042988061.16_20150728002308-00299-ip-10-236-191-2_323985077_4,0,Unnamed: 0,1438042988458.74_20150728002308-00145-ip-10-236-191-2_320305944_4,0,Unnamed: 0,0.014749257,1.0
1438042988061.16_20150728002308-00299-ip-10-236-191-2_323985077_4,0,Unnamed: 0,1438042988061.16_20150728002308-00302-ip-10-236-191-2_321944328_4,0,Unnamed: 0,0.014749257,1.0
1438042988061.16_20150728002308-00299-ip-10-236-191-2_323985077_4,0,Unnamed: 0,1438042988061.16_20150728002308-00010-ip-10-236-191-2_318156075_4,0,Unnamed: 0,0.040758103,1.0
1438042988061.16_20150728002308-00299-ip-10-236-191-2_323985077_4,0,Unnamed: 0,1438042988458.74_20150728002308-00041-ip-10-236-191-2_319103264_4,0,Unnamed: 0,0.07891988,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,0,TO FIND:,1438042988061.16_20150728002308-00202-ip-10-236-191-2_492536728_6,0,TO FIND:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,0,TO FIND:,1438042988061.16_20150728002308-00311-ip-10-236-191-2_489190674_0,0,TO FIND:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,0,TO FIND:,1438042988061.16_20150728002308-00119-ip-10-236-191-2_488283694_0,0,TO FIND:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,0,TO FIND:,1438042988061.16_20150728002308-00221-ip-10-236-191-2_476956836_0,0,TO FIND:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,0,TO FIND:,1438042988061.16_20150728002308-00093-ip-10-236-191-2_496335588_1,0,TO FIND:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,0,TO FIND:,1438042988061.16_20150728002308-00223-ip-10-236-191-2_920609106_0,0,TO FIND:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,0,TO FIND:,1438042988458.74_20150728002308-00328-ip-10-236-191-2_495549896_0,0,TO FIND:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,0,TO FIND:,1438042988061.16_20150728002308-00216-ip-10-236-191-2_479604088_0,0,TO FIND:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,0,TO FIND:,1438042988061.16_20150728002308-00174-ip-10-236-191-2_480846749_0,0,TO FIND:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,0,TO FIND:,1438042988061.16_20150728002308-00179-ip-10-236-191-2_490097935_0,0,TO FIND:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,0,TO FIND:,1438042988061.16_20150728002308-00053-ip-10-236-191-2_500855580_0,0,TO FIND:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,1,ENTER:,1438042988061.16_20150728002308-00174-ip-10-236-191-2_480846749_0,1,ENTER:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,1,ENTER:,1438042988061.16_20150728002308-00179-ip-10-236-191-2_490097935_0,1,ENTER:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,1,ENTER:,1438042988061.16_20150728002308-00311-ip-10-236-191-2_489190674_0,1,ENTER:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,1,ENTER:,1438042988061.16_20150728002308-00053-ip-10-236-191-2_500855580_0,1,ENTER:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,1,ENTER:,1438042988061.16_20150728002308-00221-ip-10-236-191-2_476956836_0,1,ENTER:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,1,ENTER:,1438042988061.16_20150728002308-00119-ip-10-236-191-2_488283694_0,1,ENTER:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,1,ENTER:,1438042988458.74_20150728002308-00328-ip-10-236-191-2_495549896_0,1,ENTER:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,1,ENTER:,1438042988061.16_20150728002308-00223-ip-10-236-191-2_920609106_0,1,ENTER:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,1,ENTER:,1438042988061.16_20150728002308-00216-ip-10-236-191-2_479604088_0,1,ENTER:,0.0,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,1,ENTER:,1438042988061.16_20150728002308-00202-ip-10-236-191-2_492536728_6,1,ENTER:,3.920444e-05,1.0
1438042988061.16_20150728002308-00017-ip-10-236-191-2_484131051_0,1,ENTER:,1438042988061.16_20150728002308-00093-ip-10-236-191-2_496335588_1,1,ENTER:,3.920444e-05,1.0
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988458.74_20150728002308-00257-ip-10-236-191-2_913958073_87,0,Categories,0.012020509,0.7272727272727273
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988061.16_20150728002308-00199-ip-10-236-191-2_891628805_10,0,Categories,0.012020509,0.7272727272727273
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988458.74_20150728002308-00274-ip-10-236-191-2_892388186_80,0,Categories,0.015444372,1.0
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988061.16_20150728002308-00216-ip-10-236-191-2_876258545_65,0,Categories,0.015444372,1.0
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,0.015444372,1.0
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988061.16_20150728002308-00297-ip-10-236-191-2_893604823_193,0,Categories,0.016731774,0.7272727272727273
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988458.74_20150728002308-00248-ip-10-236-191-2_900920435_43,0,Categories,0.017000021,0.7
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988061.16_20150728002308-00037-ip-10-236-191-2_893070095_84,0,Categories,0.01705449,0.875
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988458.74_20150728002308-00047-ip-10-236-191-2_911214633_47,0,Categories,0.017075121,0.6666666666666666
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988458.74_20150728002308-00053-ip-10-236-191-2_904126676_55,0,Categories,0.017075121,0.6666666666666666
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988061.16_20150728002308-00161-ip-10-236-191-2_892734565_9,0,Categories,0.017075121,0.6666666666666666
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988061.16_20150728002308-00244-ip-10-236-191-2_902576783_7,0,Categories,0.017075121,0.6666666666666666
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988061.16_20150728002308-00102-ip-10-236-191-2_914248020_38,0,Categories,0.017075121,0.6666666666666666
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988458.74_20150728002308-00196-ip-10-236-191-2_895293666_112,0,Categories,0.024816625,0.6363636363636364
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988458.74_20150728002308-00252-ip-10-236-191-2_903049016_154,0,Categories,0.024816625,0.6363636363636364
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988061.16_20150728002308-00133-ip-10-236-191-2_901710916_35,0,Categories,0.02518123,0.6666666666666666
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988061.16_20150728002308-00189-ip-10-236-191-2_905044662_108,0,Categories,0.025199596,0.6363636363636364
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988061.16_20150728002308-00240-ip-10-236-191-2_895762828_21,0,Categories,0.027338644,0.8571428571428571
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,1438042988061.16_20150728002308-00235-ip-10-236-191-2_899983706_36,0,Categories,0.029108906,0.75
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,1,Comments,1438042988061.16_20150728002308-00216-ip-10-236-191-2_876258545_65,1,Comments,0.031272087,0.5
1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,1,Comments,1438042988458.74_20150728002308-00108-ip-10-236-191-2_913066426_130,1,Comments,0.04849653,0.5
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988458.74_20150728002308-00274-ip-10-236-191-2_892388186_80,0,Categories,0.0,1.0
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988061.16_20150728002308-00216-ip-10-236-191-2_876258545_65,0,Categories,0.0,1.0
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988061.16_20150728002308-00339-ip-10-236-191-2_892982144_118,0,Categories,0.011391178,1.0
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988061.16_20150728002308-00240-ip-10-236-191-2_895762828_21,0,Categories,0.012177598,0.8571428571428571
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988061.16_20150728002308-00209-ip-10-236-191-2_893849825_102,0,Categories,0.015444372,0.75
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988061.16_20150728002308-00235-ip-10-236-191-2_899983706_36,0,Categories,0.017542329,0.75
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988061.16_20150728002308-00133-ip-10-236-191-2_901710916_35,0,Categories,0.019492354,0.6666666666666666
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988061.16_20150728002308-00277-ip-10-236-191-2_892744757_167,0,Categories,0.019876955,0.75
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988061.16_20150728002308-00282-ip-10-236-191-2_894007386_83,0,Categories,0.022129241,0.6666666666666666
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988458.74_20150728002308-00204-ip-10-236-191-2_901915811_205,0,Categories,0.022129241,0.6666666666666666
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988061.16_20150728002308-00037-ip-10-236-191-2_893070095_84,0,Categories,0.024880541,0.75
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988061.16_20150728002308-00199-ip-10-236-191-2_891628805_10,0,Categories,0.027022444,0.5454545454545454
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988458.74_20150728002308-00257-ip-10-236-191-2_913958073_87,0,Categories,0.027022444,0.5454545454545454
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988061.16_20150728002308-00297-ip-10-236-191-2_893604823_193,0,Categories,0.027842103,0.5454545454545454
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988061.16_20150728002308-00189-ip-10-236-191-2_905044662_108,0,Categories,0.029709086,0.5454545454545454
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988458.74_20150728002308-00252-ip-10-236-191-2_903049016_154,0,Categories,0.03038636,0.5454545454545454
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988458.74_20150728002308-00196-ip-10-236-191-2_895293666_112,0,Categories,0.03038636,0.5454545454545454
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988458.74_20150728002308-00053-ip-10-236-191-2_904126676_55,0,Categories,0.030703992,0.5
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,0,Categories,1438042988458.74_20150728002308-00047-ip-10-236-191-2_911214633_47,0,Categories,0.030703992,0.5
1438042988061.16_20150728002308-00071-ip-10-236-191-2_911168792_111,1,Comments,1438042988061.16_20150728002308-00216-ip-10-236-191-2_876258545_65,1,Comments,0.03037733,0.6666666666666666
