LeftTable,LeftColumnIndex,LeftColumnName,RightTable,RightColumnIndex,RightColumnName,RoughScore,RelationRatio
1438042988061.16_20150728002308-00241-ip-10-236-191-2_232203794_0,2,Date,1438042988061.16_20150728002308-00328-ip-10-236-191-2_470931722_13,0,Date,0.08958426,0.0
1438042988061.16_20150728002308-00241-ip-10-236-191-2_232203794_0,2,Date,1438042988458.74_20150728002308-00100-ip-10-236-191-2_591137552_2,0,Date,0.09475293,0.26666666666666666
1438042988458.74_20150728002308-00249-ip-10-236-191-2_58821729_0,1,remedy,1438042988061.16_20150728002308-00066-ip-10-236-191-2_53681414_1,1,remedy,0.05852371,0.3333333333333333
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,1,Forum,1438042988458.74_20150728002308-00082-ip-10-236-191-2_80964017_0,1,Forum,0.0486815,0.25
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,1,Forum,1438042988061.16_20150728002308-00160-ip-10-236-191-2_78637024_0,1,Forum,0.0486815,0.25
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,1,Forum,1438042988061.16_20150728002308-00033-ip-10-236-191-2_111103173_4,1,Forum,0.05723049,0.0
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,1,Forum,1438042988061.16_20150728002308-00164-ip-10-236-191-2_108836667_4,1,Forum,0.05723049,0.0
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,1,Forum,1438042988458.74_20150728002308-00109-ip-10-236-191-2_800968471_3,1,Forum,0.09946225,0.3333333333333333
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,2,Stats,1438042988061.16_20150728002308-00083-ip-10-236-191-2_94088132_8,2,Stats,0.041459333,0.25
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,2,Stats,1438042988458.74_20150728002308-00109-ip-10-236-191-2_800968471_3,2,Stats,0.06380098,0.3333333333333333
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,3,Last Post Info,1438042988458.74_20150728002308-00006-ip-10-236-191-2_91873708_3,3,Last Post Info,0.0656992,0.125
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,3,Last Post Info,1438042988458.74_20150728002308-00023-ip-10-236-191-2_87880203_3,3,Last Post Info,0.0656992,0.125
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,3,Last Post Info,1438042988061.16_20150728002308-00123-ip-10-236-191-2_79456053_3,3,Last Post Info,0.0656992,0.125
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,3,Last Post Info,1438042988061.16_20150728002308-00210-ip-10-236-191-2_802307260_6,3,Last Post Info,0.077704534,0.4166666666666667
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,3,Last Post Info,1438042988061.16_20150728002308-00083-ip-10-236-191-2_94088132_8,3,Last Post Info,0.09439295,0.14285714285714285
1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,3,Last Post Info,1438042988458.74_20150728002308-00089-ip-10-236-191-2_99232685_2,3,Last Post Info,0.099201694,0.0
1438042988061.16_20150728002308-00217-ip-10-236-191-2_250485318_40,2,Record,1438042988458.74_20150728002308-00075-ip-10-236-191-2_266866683_61,2,Record,0.030441541,0.4
1438042988061.16_20150728002308-00155-ip-10-236-191-2_416931270_10,1,Posted by,1438042988061.16_20150728002308-00045-ip-10-236-191-2_404750103_10,1,Posted by,0.04340984,0.4697986577181208
1438042988061.16_20150728002308-00155-ip-10-236-191-2_416931270_10,1,Posted by,1438042988061.16_20150728002308-00233-ip-10-236-191-2_404216223_10,1,Posted by,0.05834309,0.43333333333333335
1438042988061.16_20150728002308-00155-ip-10-236-191-2_416931270_10,1,Posted by,1438042988061.16_20150728002308-00052-ip-10-236-191-2_417947895_10,1,Posted by,0.06719638,0.36538461538461536
1438042988061.16_20150728002308-00155-ip-10-236-191-2_416931270_10,1,Posted by,1438042988061.16_20150728002308-00282-ip-10-236-191-2_413213147_10,1,Posted by,0.07122312,0.42424242424242425
1438042988061.16_20150728002308-00155-ip-10-236-191-2_416931270_10,1,Posted by,1438042988458.74_20150728002308-00023-ip-10-236-191-2_412623013_10,1,Posted by,0.07999057,0.4
1438042988458.74_20150728002308-00133-ip-10-236-191-2_722655363_6,2,Overall,1438042988458.74_20150728002308-00155-ip-10-236-191-2_628845474_1,3,Overall,0.05838948,0.42857142857142855
1438042988458.74_20150728002308-00018-ip-10-236-191-2_373310740_2,2,Title,1438042988061.16_20150728002308-00142-ip-10-236-191-2_162515377_0,1,Title,0.060025394,0.06666666666666667
1438042988458.74_20150728002308-00018-ip-10-236-191-2_373310740_2,2,Title,1438042988458.74_20150728002308-00124-ip-10-236-191-2_935254517_0,0,Title,0.06526972,0.23684210526315788
1438042988458.74_20150728002308-00018-ip-10-236-191-2_373310740_2,2,Title,1438042988458.74_20150728002308-00033-ip-10-236-191-2_897218608_0,0,Title,0.07818532,0.047619047619047616
1438042988458.74_20150728002308-00018-ip-10-236-191-2_373310740_2,2,Title,1438042988458.74_20150728002308-00288-ip-10-236-191-2_526570372_0,1,Title,0.08847767,0.024390243902439025
1438042988458.74_20150728002308-00018-ip-10-236-191-2_373310740_2,2,Title,1438042988061.16_20150728002308-00038-ip-10-236-191-2_513545472_0,1,Title,0.08847767,0.024390243902439025
1438042988458.74_20150728002308-00018-ip-10-236-191-2_373310740_2,2,Title,1438042988061.16_20150728002308-00100-ip-10-236-191-2_767052303_26,0,Title,0.09071491,0.0
1438042988458.74_20150728002308-00229-ip-10-236-191-2_88367624_2,3,TOI/G,1438042988061.16_20150728002308-00300-ip-10-236-191-2_887225291_3,3,示例,0.09823425,0.28
1438042988458.74_20150728002308-00172-ip-10-236-191-2_228563774_34,0,Unnamed: 0,1438042988061.16_20150728002308-00171-ip-10-236-191-2_216489601_2,0,Unnamed: 0,0.07037954,0.13333333333333333
1438042988458.74_20150728002308-00172-ip-10-236-191-2_228563774_34,0,Unnamed: 0,1438042988061.16_20150728002308-00037-ip-10-236-191-2_703241566_3,0,Unnamed: 0,0.098448195,0.3333333333333333
1438042988458.74_20150728002308-00292-ip-10-236-191-2_775765667_1,2,Chest,1438042988458.74_20150728002308-00173-ip-10-236-191-2_768296706_5,4,Chest,0.023225756,0.2857142857142857
1438042988061.16_20150728002308-00282-ip-10-236-191-2_413213147_10,1,Posted by,1438042988061.16_20150728002308-00045-ip-10-236-191-2_404750103_10,1,Posted by,0.036078867,0.40939597315436244
1438042988061.16_20150728002308-00282-ip-10-236-191-2_413213147_10,1,Posted by,1438042988061.16_20150728002308-00052-ip-10-236-191-2_417947895_10,1,Posted by,0.042837866,0.36538461538461536
1438042988061.16_20150728002308-00282-ip-10-236-191-2_413213147_10,1,Posted by,1438042988061.16_20150728002308-00233-ip-10-236-191-2_404216223_10,1,Posted by,0.05160034,0.43333333333333335
1438042988061.16_20150728002308-00282-ip-10-236-191-2_413213147_10,1,Posted by,1438042988458.74_20150728002308-00023-ip-10-236-191-2_412623013_10,1,Posted by,0.061336193,0.45
1438042988061.16_20150728002308-00287-ip-10-236-191-2_650397547_0,1,Date,1438042988061.16_20150728002308-00244-ip-10-236-191-2_805509607_2,0,Date,0.09118444,0.4074074074074074
1438042988061.16_20150728002308-00287-ip-10-236-191-2_650397547_0,1,Date,1438042988061.16_20150728002308-00282-ip-10-236-191-2_516736441_5,0,Date,0.09810642,0.4
1438042988061.16_20150728002308-00038-ip-10-236-191-2_513545472_0,1,Title,1438042988458.74_20150728002308-00124-ip-10-236-191-2_935254517_0,0,Title,0.0567189,0.07894736842105263
1438042988061.16_20150728002308-00038-ip-10-236-191-2_513545472_0,1,Title,1438042988061.16_20150728002308-00180-ip-10-236-191-2_769639727_1,0,Title,0.085741304,0.14285714285714285
1438042988061.16_20150728002308-00038-ip-10-236-191-2_513545472_0,1,Title,1438042988061.16_20150728002308-00059-ip-10-236-191-2_281445503_0,0,Title,0.087517075,0.4
1438042988061.16_20150728002308-00038-ip-10-236-191-2_513545472_0,1,Title,1438042988061.16_20150728002308-00142-ip-10-236-191-2_162515377_0,1,Title,0.087941386,0.03333333333333333
1438042988061.16_20150728002308-00038-ip-10-236-191-2_513545472_0,1,Title,1438042988458.74_20150728002308-00018-ip-10-236-191-2_373310740_2,2,Title,0.08847767,0.02
1438042988458.74_20150728002308-00269-ip-10-236-191-2_770185854_0,0,Title,1438042988458.74_20150728002308-00033-ip-10-236-191-2_897218608_0,0,Title,0.059967823,0.09523809523809523
1438042988458.74_20150728002308-00269-ip-10-236-191-2_770185854_0,0,Title,1438042988061.16_20150728002308-00142-ip-10-236-191-2_162515377_0,1,Title,0.061612688,0.0
1438042988458.74_20150728002308-00269-ip-10-236-191-2_770185854_0,0,Title,1438042988458.74_20150728002308-00319-ip-10-236-191-2_196217856_0,2,Title,0.07316328,0.07142857142857142
1438042988458.74_20150728002308-00227-ip-10-236-191-2_606087444_0,1,Description,1438042988061.16_20150728002308-00046-ip-10-236-191-2_877900342_1,2,Description,0.08844069,0.0
1438042988061.16_20150728002308-00142-ip-10-236-191-2_162515377_0,1,Title,1438042988458.74_20150728002308-00033-ip-10-236-191-2_897218608_0,0,Title,0.038223807,0.0
1438042988061.16_20150728002308-00142-ip-10-236-191-2_162515377_0,1,Title,1438042988458.74_20150728002308-00124-ip-10-236-191-2_935254517_0,0,Title,0.047520477,0.22105263157894736
1438042988061.16_20150728002308-00142-ip-10-236-191-2_162515377_0,1,Title,1438042988458.74_20150728002308-00018-ip-10-236-191-2_373310740_2,2,Title,0.060025394,0.04
1438042988061.16_20150728002308-00142-ip-10-236-191-2_162515377_0,1,Title,1438042988458.74_20150728002308-00269-ip-10-236-191-2_770185854_0,0,Title,0.061612688,0.0
1438042988061.16_20150728002308-00142-ip-10-236-191-2_162515377_0,1,Title,1438042988061.16_20150728002308-00178-ip-10-236-191-2_479391037_6,4,Title,0.072875306,0.21428571428571427
1438042988061.16_20150728002308-00142-ip-10-236-191-2_162515377_0,1,Title,1438042988061.16_20150728002308-00100-ip-10-236-191-2_767052303_26,0,Title,0.0789909,0.3333333333333333
1438042988061.16_20150728002308-00142-ip-10-236-191-2_162515377_0,1,Title,1438042988061.16_20150728002308-00038-ip-10-236-191-2_513545472_0,1,Title,0.087941386,0.04878048780487805
1438042988061.16_20150728002308-00142-ip-10-236-191-2_162515377_0,1,Title,1438042988458.74_20150728002308-00288-ip-10-236-191-2_526570372_0,1,Title,0.087941386,0.04878048780487805
1438042988061.16_20150728002308-00142-ip-10-236-191-2_162515377_0,1,Title,1438042988458.74_20150728002308-00319-ip-10-236-191-2_196217856_0,2,Title,0.094698146,0.14285714285714285
1438042988458.74_20150728002308-00117-ip-10-236-191-2_885548660_1,3,venue,1438042988458.74_20150728002308-00233-ip-10-236-191-2_890019705_2,3,venue,0.053900145,0.0
1438042988458.74_20150728002308-00117-ip-10-236-191-2_885548660_1,3,venue,1438042988458.74_20150728002308-00171-ip-10-236-191-2_896866998_5,3,venue,0.05997377,0.017543859649122806
1438042988458.74_20150728002308-00117-ip-10-236-191-2_885548660_1,3,venue,1438042988061.16_20150728002308-00288-ip-10-236-191-2_901085388_1,3,venue,0.07171532,0.015384615384615385
1438042988458.74_20150728002308-00117-ip-10-236-191-2_885548660_1,3,venue,1438042988458.74_20150728002308-00150-ip-10-236-191-2_893382094_0,3,venue,0.07253173,0.0
1438042988458.74_20150728002308-00117-ip-10-236-191-2_885548660_1,3,venue,1438042988061.16_20150728002308-00010-ip-10-236-191-2_880544671_1,3,venue,0.075847395,0.0
1438042988458.74_20150728002308-00117-ip-10-236-191-2_885548660_1,3,venue,1438042988458.74_20150728002308-00239-ip-10-236-191-2_868206556_1,3,venue,0.07849289,0.0
1438042988061.16_20150728002308-00003-ip-10-236-191-2_336316121_0,3,Date,1438042988061.16_20150728002308-00168-ip-10-236-191-2_236614382_0,2,Date,0.07346987,0.4
1438042988061.16_20150728002308-00003-ip-10-236-191-2_336316121_0,3,Date,1438042988458.74_20150728002308-00100-ip-10-236-191-2_591137552_2,0,Date,0.087152995,0.26666666666666666
1438042988061.16_20150728002308-00003-ip-10-236-191-2_336316121_0,3,Date,1438042988458.74_20150728002308-00185-ip-10-236-191-2_484166689_9,0,Date,0.090861715,0.2857142857142857
1438042988061.16_20150728002308-00340-ip-10-236-191-2_107686004_2,3,Last Post Info,1438042988061.16_20150728002308-00164-ip-10-236-191-2_108836667_4,3,Last Post Info,0.04328806,0.3333333333333333
1438042988061.16_20150728002308-00340-ip-10-236-191-2_107686004_2,3,Last Post Info,1438042988061.16_20150728002308-00033-ip-10-236-191-2_111103173_4,3,Last Post Info,0.04409337,0.3333333333333333
1438042988061.16_20150728002308-00340-ip-10-236-191-2_107686004_2,3,Last Post Info,1438042988458.74_20150728002308-00178-ip-10-236-191-2_103236302_1,3,Last Post Info,0.08124161,0.2
1438042988458.74_20150728002308-00089-ip-10-236-191-2_99232685_2,3,Last Post Info,1438042988061.16_20150728002308-00083-ip-10-236-191-2_94088132_8,3,Last Post Info,0.026155053,0.0
1438042988458.74_20150728002308-00089-ip-10-236-191-2_99232685_2,3,Last Post Info,1438042988061.16_20150728002308-00210-ip-10-236-191-2_802307260_6,3,Last Post Info,0.034827266,0.3333333333333333
1438042988458.74_20150728002308-00089-ip-10-236-191-2_99232685_2,3,Last Post Info,1438042988458.74_20150728002308-00006-ip-10-236-191-2_91873708_3,3,Last Post Info,0.053736024,0.125
1438042988458.74_20150728002308-00089-ip-10-236-191-2_99232685_2,3,Last Post Info,1438042988061.16_20150728002308-00123-ip-10-236-191-2_79456053_3,3,Last Post Info,0.053736024,0.125
1438042988458.74_20150728002308-00089-ip-10-236-191-2_99232685_2,3,Last Post Info,1438042988458.74_20150728002308-00023-ip-10-236-191-2_87880203_3,3,Last Post Info,0.053736024,0.125
1438042988458.74_20150728002308-00089-ip-10-236-191-2_99232685_2,3,Last Post Info,1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,3,Last Post Info,0.099201694,0.0
1438042988458.74_20150728002308-00089-ip-10-236-191-2_99232685_2,3,Last Post Info,1438042988061.16_20150728002308-00136-ip-10-236-191-2_80597244_1,3,Last Post Info,0.099201694,0.0
1438042988458.74_20150728002308-00168-ip-10-236-191-2_887990790_0,3,venue,1438042988458.74_20150728002308-00239-ip-10-236-191-2_868206556_1,3,venue,0.061139863,0.025
1438042988458.74_20150728002308-00168-ip-10-236-191-2_887990790_0,3,venue,1438042988061.16_20150728002308-00288-ip-10-236-191-2_901085388_1,3,venue,0.0661671,0.0
1438042988458.74_20150728002308-00168-ip-10-236-191-2_887990790_0,3,venue,1438042988458.74_20150728002308-00233-ip-10-236-191-2_890019705_2,3,venue,0.0865304,0.0
1438042988458.74_20150728002308-00168-ip-10-236-191-2_887990790_0,3,venue,1438042988458.74_20150728002308-00171-ip-10-236-191-2_896866998_5,3,venue,0.08704572,0.0
1438042988061.16_20150728002308-00052-ip-10-236-191-2_417947895_10,1,Posted by,1438042988061.16_20150728002308-00282-ip-10-236-191-2_413213147_10,1,Posted by,0.042837866,0.42424242424242425
1438042988458.74_20150728002308-00338-ip-10-236-191-2_437779896_3,0,Date,1438042988458.74_20150728002308-00328-ip-10-236-191-2_17720148_6,0,Date,0.0103162965,0.09090909090909091
1438042988458.74_20150728002308-00338-ip-10-236-191-2_437779896_3,0,Date,1438042988061.16_20150728002308-00091-ip-10-236-191-2_19389274_10,0,Date,0.010649932,0.0
1438042988458.74_20150728002308-00338-ip-10-236-191-2_437779896_3,0,Date,1438042988061.16_20150728002308-00330-ip-10-236-191-2_492653813_3,0,Date,0.021809965,0.16666666666666666
1438042988458.74_20150728002308-00338-ip-10-236-191-2_437779896_3,0,Date,1438042988458.74_20150728002308-00231-ip-10-236-191-2_603425236_11,0,Date,0.02190767,0.2727272727272727
1438042988458.74_20150728002308-00338-ip-10-236-191-2_437779896_3,0,Date,1438042988061.16_20150728002308-00219-ip-10-236-191-2_371727866_3,0,Date,0.022458613,0.3333333333333333
1438042988458.74_20150728002308-00338-ip-10-236-191-2_437779896_3,0,Date,1438042988061.16_20150728002308-00237-ip-10-236-191-2_150391306_11,0,Date,0.023334518,0.4
1438042988458.74_20150728002308-00338-ip-10-236-191-2_437779896_3,0,Date,1438042988458.74_20150728002308-00228-ip-10-236-191-2_333207087_7,0,Date,0.024549587,0.4
1438042988458.74_20150728002308-00338-ip-10-236-191-2_437779896_3,0,Date,1438042988061.16_20150728002308-00342-ip-10-236-191-2_18022155_10,0,Date,0.026125737,0.4
1438042988458.74_20150728002308-00338-ip-10-236-191-2_437779896_3,0,Date,1438042988458.74_20150728002308-00191-ip-10-236-191-2_485480724_3,0,Date,0.09389606,0.034482758620689655
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,1,Forum,1438042988458.74_20150728002308-00082-ip-10-236-191-2_80964017_0,1,Forum,0.0486815,0.25
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,1,Forum,1438042988061.16_20150728002308-00160-ip-10-236-191-2_78637024_0,1,Forum,0.0486815,0.25
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,1,Forum,1438042988061.16_20150728002308-00033-ip-10-236-191-2_111103173_4,1,Forum,0.05723049,0.0
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,1,Forum,1438042988061.16_20150728002308-00164-ip-10-236-191-2_108836667_4,1,Forum,0.05723049,0.0
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,1,Forum,1438042988458.74_20150728002308-00109-ip-10-236-191-2_800968471_3,1,Forum,0.09946225,0.3333333333333333
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,2,Stats,1438042988061.16_20150728002308-00083-ip-10-236-191-2_94088132_8,2,Stats,0.041459333,0.25
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,2,Stats,1438042988458.74_20150728002308-00109-ip-10-236-191-2_800968471_3,2,Stats,0.06380098,0.3333333333333333
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,3,Last Post Info,1438042988458.74_20150728002308-00006-ip-10-236-191-2_91873708_3,3,Last Post Info,0.0656992,0.125
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,3,Last Post Info,1438042988458.74_20150728002308-00023-ip-10-236-191-2_87880203_3,3,Last Post Info,0.0656992,0.125
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,3,Last Post Info,1438042988061.16_20150728002308-00123-ip-10-236-191-2_79456053_3,3,Last Post Info,0.0656992,0.125
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,3,Last Post Info,1438042988061.16_20150728002308-00210-ip-10-236-191-2_802307260_6,3,Last Post Info,0.077704534,0.4166666666666667
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,3,Last Post Info,1438042988061.16_20150728002308-00083-ip-10-236-191-2_94088132_8,3,Last Post Info,0.09439295,0.14285714285714285
1438042988458.74_20150728002308-00302-ip-10-236-191-2_84661220_1,3,Last Post Info,1438042988458.74_20150728002308-00089-ip-10-236-191-2_99232685_2,3,Last Post Info,0.099201694,0.0
1438042988061.16_20150728002308-00254-ip-10-236-191-2_233357394_7,1,Title,1438042988458.74_20150728002308-00319-ip-10-236-191-2_196217856_0,2,Title,0.07598282,0.0
1438042988061.16_20150728002308-00254-ip-10-236-191-2_233357394_7,1,Title,1438042988458.74_20150728002308-00105-ip-10-236-191-2_177743665_6,0,Title,0.0881051,0.0
1438042988458.74_20150728002308-00276-ip-10-236-191-2_857360848_12,1,Time,1438042988458.74_20150728002308-00101-ip-10-236-191-2_708105843_0,5,Time,0.039039087,0.23809523809523808
1438042988458.74_20150728002308-00276-ip-10-236-191-2_857360848_12,1,Time,1438042988061.16_20150728002308-00288-ip-10-236-191-2_717667930_0,5,Time,0.04549691,0.3333333333333333
1438042988458.74_20150728002308-00276-ip-10-236-191-2_857360848_12,1,Time,1438042988458.74_20150728002308-00308-ip-10-236-191-2_401655679_2,1,Time,0.045871403,0.4
1438042988458.74_20150728002308-00276-ip-10-236-191-2_857360848_12,1,Time,1438042988061.16_20150728002308-00143-ip-10-236-191-2_354458690_13,1,Time,0.05108416,0.3333333333333333
1438042988458.74_20150728002308-00276-ip-10-236-191-2_857360848_12,5,Description,1438042988061.16_20150728002308-00143-ip-10-236-191-2_354458690_13,5,Description,0.095014356,0.0
1438042988458.74_20150728002308-00106-ip-10-236-191-2_275257026_40,2,Record,1438042988458.74_20150728002308-00075-ip-10-236-191-2_266866683_61,2,Record,0.030441541,0.4
1438042988061.16_20150728002308-00197-ip-10-236-191-2_75475028_0,0,Name,1438042988061.16_20150728002308-00095-ip-10-236-191-2_73950408_3,0,Name,0.039253,0.42857142857142855
1438042988061.16_20150728002308-00143-ip-10-236-191-2_354458690_13,1,Time,1438042988458.74_20150728002308-00276-ip-10-236-191-2_857360848_12,1,Time,0.05108416,0.4
1438042988061.16_20150728002308-00143-ip-10-236-191-2_354458690_13,5,Description,1438042988458.74_20150728002308-00276-ip-10-236-191-2_857360848_12,5,Description,0.095014356,0.0
1438042988061.16_20150728002308-00174-ip-10-236-191-2_413715446_28,2,SEASON,1438042988458.74_20150728002308-00169-ip-10-236-191-2_430297191_18,0,SEASON,0.08670079,0.36666666666666664
1438042988061.16_20150728002308-00083-ip-10-236-191-2_94088132_8,2,Stats,1438042988458.74_20150728002308-00109-ip-10-236-191-2_800968471_3,2,Stats,0.050528552,0.3333333333333333
1438042988061.16_20150728002308-00083-ip-10-236-191-2_94088132_8,3,Last Post Info,1438042988458.74_20150728002308-00089-ip-10-236-191-2_99232685_2,3,Last Post Info,0.026155053,0.0
1438042988061.16_20150728002308-00083-ip-10-236-191-2_94088132_8,3,Last Post Info,1438042988061.16_20150728002308-00123-ip-10-236-191-2_79456053_3,3,Last Post Info,0.059871435,0.125
1438042988061.16_20150728002308-00083-ip-10-236-191-2_94088132_8,3,Last Post Info,1438042988458.74_20150728002308-00006-ip-10-236-191-2_91873708_3,3,Last Post Info,0.059871435,0.125
1438042988061.16_20150728002308-00083-ip-10-236-191-2_94088132_8,3,Last Post Info,1438042988458.74_20150728002308-00023-ip-10-236-191-2_87880203_3,3,Last Post Info,0.059871435,0.125
